"","ID","Gene.symbol"
"8115734",8115734,"LCP2"
"8046530",8046530,"HOXD11"
"8170990",8170990,"MIR664B///SNORA36A///DKC1"
"8166094",8166094,""
"8056489",8056489,""
"7953715",7953715,"NECAP1"
"7967841",7967841,"CHFR"
"8164665",8164665,"RAPGEF1"
"8115730",8115730,"MIR218-2"
"8156770",8156770,"GALNT12"
"7900508",7900508,""
"8172110",8172110,"CXorf38"
"8087308",8087308,"USP19"
"8146533",8146533,"FAM110B"
"8055204",8055204,""
"8023497",8023497,"ATP8B1"
"7959195",7959195,"CABP1"
"8026420",8026420,""
"7965842",7965842,""
"8016504",8016504,""
"8148327",8148327,""
"8081941",8081941,""
"7999598",7999598,"NTAN1"
"8005601",8005601,""
"7976515",7976515,"GLRX5"
"8018864",8018864,"SOCS3"
"8139763",8139763,"NUPR2"
"8100210",8100210,"TXK"
"8161852",8161852,""
"8054722",8054722,"IL1B"
"7902227",7902227,"GADD45A"
"8071161",8071161,"LOC729461///FAM230B///FAM230C"
"7901967",7901967,""
"7930137",7930137,""
"7937763",7937763,"MRPL23"
"8053107",8053107,"DCTN1"
"7940486",7940486,"SDHAF2"
"7941214",7941214,"POLA2"
"8088065",8088065,"SFMBT1"
"7919888",7919888,"CDC42SE1"
"8069131",8069131,"LRRC3DN"
"7970595",7970595,"C1QTNF9B"
"7904812",7904812,"PIAS3"
"8016519",8016519,""
"8050537",8050537,"MATN3"
"7914094",7914094,"WASF2"
"7991153",7991153,""
"8099073",8099073,"LRPAP1"
"8034837",8034837,"DNAJB1"
"7972981",7972981,"OR11H12///OR11H1"
"8074194",8074194,"OR11H12///OR11H1"
"8075483",8075483,"PIK3IP1"
"8172156",8172156,""
"8047677",8047677,"CD28"
"8007071",8007071,"CDC6"
"8082422",8082422,"EEFSEC"
"7965478",7965478,""
"8009353",8009353,"PITPNC1"
"7921228",7921228,"ETV3"
"7950284",7950284,"RAB6A"
"8056784",8056784,"DLX2"
"8085118",8085118,""
"8160086",8160086,""
"7937774",7937774,"IGF2-AS"
"8071375",8071375,"LOC729461///FAM230B///FAM230C"
"8162823",8162823,""
"7928369",7928369,"SEC24C"
"7994265",7994265,""
"8100902",8100902,"ANKRD17"
"7926259",7926259,"MCM10"
"8023133",8023133,"PIAS2"
"8028930",8028930,"RAB4B-EGLN2///MIA-RAB4B///RAB4B"
"8135162",8135162,"LOC100630923///PRKRIP1"
"7907310",7907310,"PRRC2C"
"7931181",7931181,"HMX3"
"7964987",7964987,"KCNC2"
"8180251",8180251,""
"8162254",8162254,"DIRAS2"
"8144317",8144317,"KBTBD11"
"7904877",7904877,""
"7952453",7952453,"ROBO4"
"8107307",8107307,"CAMK4"
"7909214",7909214,"RASSF5"
"8005903",8005903,"SUPT6H"
"7950336",7950336,"C2CD3"
"8106532",8106532,""
"7921014",7921014,"MEF2D"
"7984155",7984155,"SNX1"
"8112763",8112763,"OTP"
"8088776",8088776,"FOXP1"
"7902474",7902474,""
"8102230",8102230,""
"8026486",8026486,"OR10H3"
"7944667",7944667,"SORL1"
"7973054",7973054,""
"8016708",8016708,"LRRC59"
"7944195",7944195,"UBE4A"
"8176570",8176570,"DUX4"
"7989806",7989806,"DPP8"
"8041781",8041781,"EPAS1"
"8099393",8099393,""
"8160870",8160870,"LOC730098///CCL27"
"8130824",8130824,"HGC6.3"
"7938681",7938681,""
"8132819",8132819,"IKZF1"
"7990674",7990674,"CIB2"
"7989647",7989647,"KIAA0101"
"8174937",8174937,"TENM1"
"8108050",8108050,"TCF7"
"8065332",8065332,""
"8158839",8158839,"PRRC2B"
"8141708",8141708,"CLDN15"
"8168098",8168098,"DGAT2L6"
"7983771",7983771,""
"8096919",8096919,"ALPK1"
"7949857",7949857,"NUDT8"
"7984620",7984620,""
"8097461",8097461,"NOCT"
"8180410",8180410,"EIF3F"
"7939676",7939676,"ATG13"
"7988763",7988763,"TNFAIP8L3"
"8100251",8100251,"FRYL"
"7914184",7914184,"PTAFR"
"8007895",8007895,"WNT9B"
"7958152",7958152,"PGAM4///PGAM1"
"8010967",8010967,"NXN"
"8027383",8027383,""
"8174968",8174968,"DCAF12L2"
"8013222",8013222,"TOP3A"
"7943437",7943437,""
"8060609",8060609,""
"8117710",8117710,""
"7987464",7987464,""
"8140965",8140965,""
"8012150",8012150,"GPS2"
"8066668",8066668,"NCOA5"
"7950731",7950731,"PRCP"
"7949410",7949410,"MALAT1"
"8027884",8027884,""
"8168399",8168399,"CHIC1"
"7979813",7979813,"ZFP36L1"
"7924888",7924888,"HIST3H2A"
"7929624",7929624,"PGAM4///PGAM1"
"7993798",7993798,""
"8164440",8164440,"WDR34"
"7994308",7994308,"KIAA0556"
"8135277",8135277,"KMT2E"
"8161526",8161526,"LOC440896"
"8161642",8161642,""
"8054004",8054004,"SEMA4C"
"7977621",7977621,"NDRG2"
"8093826",8093826,"ADRA2C"
"8119582",8119582,"GLTSCR1L"
"8071566",8071566,"PPIL2"
"8051785",8051785,"KCNG3"
"8035566",8035566,"HOMER3"
"8149625",8149625,""
"7999023",7999023,""
"7965480",7965480,"PGAM4///PGAM1"
"8118571",8118571,"PSMB9"
"8178211",8178211,"PSMB9"
"8179495",8179495,"PSMB9"
"8158912",8158912,"BARHL1"
"8109159",8109159,"CARMN///MIR145"
"8046408",8046408,"PDK1"
"7946697",7946697,"RRAS2"
"8117608",8117608,"HIST1H2AL///HIST1H2AL"
"8064485",8064485,"SIRPG"
"8048411",8048411,"TTLL4"
"8124194",8124194,""
"7970347",7970347,"CDC16"
"8065776",8065776,"NCOA6"
"7969479",7969479,"BTF3P11"
"8174646",8174646,""
"8112306",8112306,"LOC57399"
"8169006",8169006,"RAB40AL"
"8144526",8144526,""
"7990054",7990054,"UACA"
"8123989",8123989,"RANBP9"
"7938181",7938181,"OR2D3"
"8101716",8101716,""
"7922029",7922029,"GPA33"
"8062117",8062117,""
"7994269",7994269,"KDM8"
"7951163",7951163,""
"8149847",8149847,""
"8180240",8180240,""
"7936516",7936516,"HSPA12A"
"8116994",8116994,""
"7999217",7999217,"ROGDI"
"8050507",8050507,"WDR35"
"8046512",8046512,""
"8153320",8153320,""
"7983744",7983744,"TMOD3"
"8015607",8015607,"STAT3"
"8034108",8034108,"YIPF2"
"8008170",8008170,""
"8107920",8107920,"SLC22A5"
"7899870",7899870,"ZNF362"
"8173549",8173549,""
"8041281",8041281,""
"8084810",8084810,""
"7904254",7904254,"ATP1A1"
"8120043",8120043,"RUNX2"
"7938625",7938625,""
"8082774",8082774,"BFSP2"
"7938561",7938561,""
"7992038",7992038,"METRN"
"8168359",8168359,"NHSL2"
"7898623",7898623,"UBXN10"
"8087885",8087885,"BAP1"
"8063437",8063437,"TSHZ2"
"8134699",8134699,"COPS6"
"7995308",7995308,""
"7906496",7906496,"KCNJ9"
"7981233",7981233,""
"8169080",8169080,"H2BFM"
"7975344",7975344,"SLC39A9"
"8054978",8054978,"ERCC3"
"8049655",8049655,""
"7978351",7978351,"CTSG"
"8140386",8140386,"STYXL1"
"8012423",8012423,"CTC1"
"8102988",8102988,"GYPE"
"7934154",7934154,""
"7984174",7984174,"SNX22"
"8109746",8109746,""
"8146837",8146837,""
"8026047",8026047,"JUNB"
"7995580",7995580,""
"8038824",8038824,"SIGLEC10"
"8046380",8046380,"ITGA6"
"8054354",8054354,""
"7994576",7994576,"SNX29P1///SNX29P2///SNX29"
"8011220",8011220,"MIR212"
"8172656",8172656,""
"7941087",7941087,"PPP2R5B"
"8045136",8045136,"WTH3DI///RAB6C///RAB6A"
"7948829",7948829,"ZBTB3"
"8153002",8153002,"NDRG1"
"8003204",8003204,"GINS2"
"8004880",8004880,"NTN1"
"7998222",7998222,"MRPL28"
"7980700",7980700,""
"8080144",8080144,"PARP3"
"8155169",8155169,"RECK"
"8034286",8034286,"ECSIT"
"7941164",7941164,"MRPL49"
"8106250",8106250,""
"7963851",7963851,"TESPA1"
"8116096",8116096,"DDX41"
"8158829",8158829,"PRRC2B"
"8146159",8146159,"AP3M2"
"8166124",8166124,"UBE2E4P"
"7940391",7940391,"CD6"
"8099130",8099130,""
"8168892",8168892,"TCEAL2"
"7975545",7975545,"PSEN1"
"8152117",8152117,""
"8059275",8059275,""
"8089875",8089875,"POLQ"
"8031414",8031414,"EPS8L1"
"8105603",8105603,""
"7974249",7974249,"ARF6"
"7945377",7945377,"SIGIRR"
"7924760",7924760,"ITPKB"
"8166580",8166580,""
"8010271",8010271,"PGS1"
"8064031",8064031,"BIRC7"
"8002018",8002018,""
"7916432",7916432,"DHCR24"
"8114300",8114300,"KLHL3"
"7911355",7911355,""
"7921583",7921583,"COPA"
"8144399",8144399,""
"8149239",8149239,""
"7958051",7958051,"ASCL1"
"7935144",7935144,""
"7946812",7946812,"RPS13"
"7970325",7970325,"GRK1"
"8108905",8108905,"KCTD16"
"7955810",7955810,"PRR13"
"8001798",8001798,""
"8055261",8055261,"WTH3DI///RAB6C///RAB6A"
"8120981",8120981,""
"8064370",8064370,"TCF15"
"8114628",8114628,"HARS"
"8057990",8057990,"ANKRD44"
"8176921",8176921,""
"8177424",8177424,""
"8069174",8069174,"FAM207A"
"7945130",7945130,""
"7932510",7932510,""
"8174972",8174972,"DCAF12L1"
"8040090",8040090,"RNF144A"
"7988990",7988990,"WDR72"
"8052826",8052826,"SNORA36C"
"7937892",7937892,"PGAP2"
"8036270",8036270,"THAP8"
"8132286",8132286,""
"8006569",8006569,"C17orf50"
"8105328",8105328,"SNX18"
"8136981",8136981,""
"7946041",7946041,"HBD"
"8024250",8024250,"EFNA2"
"8025296",8025296,"TRAPPC5"
"7961418",7961418,""
"8010832",8010832,"FN3KRP"
"8076137",8076137,"SUN2"
"7901479",7901479,"ZYG11B"
"7973611",7973611,""
"8148184",8148184,"FAM83A"
"7941946",7941946,"NDUFV1"
"8078690",8078690,"DLEC1"
"7958410",7958410,"FICD"
"8173729",8173729,"PGAM4///PGAM1"
"8176282",8176282,"PGAM4///PGAM1"
"8058914",8058914,"AAMP"
"7921220",7921220,""
"7906235",7906235,"PRCC"
"7993825",7993825,"SNX29P1///SNX29P2///SNX29"
"8139256",8139256,"URGCP-MRPS24///URGCP"
"8124531",8124531,"HIST1H3I"
"8003875",8003875,"SPNS2"
"8146480",8146480,""
"7940636",7940636,"SCGB2A2"
"8031526",8031526,"CCDC106"
"8142538",8142538,""
"8164129",8164129,""
"8062685",8062685,""
"7942611",7942611,""
"8115783",8115783,"STK10"
"8106976",8106976,"GPR150"
"8073909",8073909,"TBC1D22A"
"7980344",7980344,"ZDHHC22"
"8084941",8084941,""
"8121298",8121298,""
"8012856",8012856,"ELAC2"
"8016016",8016016,""
"7926150",7926150,"LOC439951"
"8011640",8011640,"MYBBP1A"
"7914194",7914194,"DNAJC8"
"8091485",8091485,"SIAH2"
"7954206",7954206,""
"7937037",7937037,"LOC100509814"
"8155336",8155336,""
"7915775",7915775,"IPP"
"8085033",8085033,"LMLN"
"8157036",8157036,""
"7942372",7942372,"FOLR2"
"7960666",7960666,"ZNF384"
"8026895",8026895,"CCDC124"
"8118174",8118174,"PRRC2A"
"7938667",7938667,""
"8116439",8116439,"SCGB3A1"
"8113481",8113481,""
"8056323",8056323,"FIGN"
"8128052",8128052,"RNGTT"
"7974461",7974461,"LGALS3"
"8080998",8080998,""
"8102368",8102368,"NEUROG2"
"8075863",8075863,""
"8137709",8137709,"ZFAND2A"
"8026390",8026390,"CCDC105"
"8078784",8078784,"XYLB"
"7949454",7949454,"MAP3K11"
"8161174",8161174,"GNE"
"8055969",8055969,"ERMN"
"8011542",8011542,"ZZEF1"
"7944716",7944716,""
"7964592",7964592,"MIR26A2"
"8091255",8091255,"PAQR9"
"7906898",7906898,""
"8080001",8080001,"HEMK1"
"8007100",8007100,"IGFBP4"
"8176429",8176429,"TTTY1B///TTTY1"
"8177108",8177108,"TTTY1B///TTTY1"
"8101952",8101952,"DDIT4L"
"8022996",8022996,"EPG5"
"8076387",8076387,"TNFRSF13C"
"7992870",7992870,"ZNF263"
"8109612",8109612,"ADRA1B"
"8062286",8062286,"AAR2"
"7922846",7922846,"FAM129A"
"8108579",8108579,"TMCO6"
"8028778",8028778,"MAP3K10"
"7962783",7962783,"ASB8"
"7932742",7932742,""
"7898570",7898570,""
"8020666",8020666,""
"7994769",7994769,"CORO1A"
"8037043",8037043,""
"7944113",7944113,"CEP164"
"8165183",8165183,"SEC16A"
"8086389",8086389,""
"7945641",7945641,"DUSP8"
"8101207",8101207,"SOWAHB"
"8122756",8122756,"PLEKHG1///PLEKHG1"
"8063174",8063174,""
"7981494",7981494,"AKT1"
"8038571",8038571,"JOSD2"
"8124183",8124183,""
"8151730",8151730,"CALB1"
"7956739",7956739,""
"8141648",8141648,"ACHE"
"8040516",8040516,"MFSD2B"
"8115441",8115441,""
"8078962",8078962,"EIF1B"
"7939699",7939699,"ZNF408"
"7912535",7912535,""
"8036699",8036699,"SYCN"
"7904082",7904082,""
"8112994",8112994,""
"8032761",8032761,"MAP2K2"
"8001373",8001373,"SNX20"
"8162194",8162194,"CDK20"
"8151768",8151768,"RUNX1T1"
"8087576",8087576,"IFRD2"
"7941563",7941563,""
"7976336",7976336,"UBR7"
"7977319",7977319,"PLD4"
"8013923",8013923,"GIT1"
"7937982",7937982,"OR51A7"
"8086880",8086880,"CDC25A"
"8031495",8031495,"NAT14"
"7911422",7911422,"SDF4"
"8146527",8146527,"LINC01602"
"8009995",8009995,"UNK"
"8110461",8110461,""
"8118990",8118990,"CLPSL2"
"8005407",8005407,"LLGL1"
"8089785",8089785,"POPDC2"
"8122182",8122182,"TBPL1"
"7945962",7945962,"TRIM21"
"7916526",7916526,"C8B"
"8113666",8113666,"SEMA6A"
"7910261",7910261,"IBA57"
"8082965",8082965,"MRAS"
"8075910",8075910,"RAC2"
"8019772",8019772,"ALYREF"
"8042556",8042556,""
"7944179",7944179,"CD3E"
"8161745",8161745,""
"8155312",8155312,"DCAF10"
"8054580",8054580,"BUB1"
"8047381",8047381,"CFLAR"
"8150860",8150860,""
"8157105",8157105,"ZNF462"
"7961413",7961413,"LINC01559"
"8078565",8078565,""
"8054451",8054451,"EDAR"
"8152333",8152333,""
"7990815",7990815,"ST20"
"8062339",8062339,"TLDC2"
"7925720",7925720,"OR2C3"
"7982805",7982805,"GCHFR"
"7933296",7933296,""
"7933421",7933421,""
"7934868",7934868,""
"7969058",7969058,""
"8129377",8129377,""
"7912086",7912086,"NOL9"
"8098723",8098723,""
"8139158",8139158,""
"8020347",8020347,""
"8009322",8009322,""
"8103326",8103326,"FGG"
"8028991",8028991,"CYP2S1"
"8106479",8106479,"SCAMP1"
"7918359",7918359,"AMIGO1"
"7900030",7900030,"AGO1"
"7995793",7995793,"NUTF2///MT1L"
"7982152",7982152,""
"7986661",7986661,""
"7986943",7986943,""
"8071951",8071951,""
"7924582",7924582,"WDR26"
"8059277",8059277,""
"8136291",8136291,""
"8060837",8060837,""
"7971537",7971537,""
"8126905",8126905,"CRISP3"
"8166184",8166184,"CA5B"
"8007715",8007715,"NMT1"
"8065832",8065832,"TRPC4AP"
"7929831",7929831,"HIF1AN"
"7976263",7976263,"SLC24A4"
"8107868",8107868,"CDC42SE2"
"7923086",7923086,"ASPM"
"8040843",8040843,"CAD"
"8102643",8102643,"CCNA2"
"8036252",8036252,"CLIP3"
"8112668",8112668,"GCNT4"
"7898663",7898663,"PINK1"
"8174246",8174246,"RAB40A"
"8034694",8034694,"MIR24-2"
"7911529",7911529,"MXRA8"
"8072883",8072883,"NOL12"
"8158902",8158902,"CFAP77"
"7992845",7992845,"ZNF205"
"8046084",8046084,""
"8095214",8095214,""
"8084360",8084360,"ABCF3"
"7910638",7910638,""
"8131143",8131143,"LFNG"
"8006063",8006063,"ANKRD13B"
"7996919",7996919,"VPS4A"
"8011093",8011093,"SLC43A2"
"8117533",8117533,""
"8130009",8130009,""
"8050350",8050350,""
"7966345",7966345,"PPTC7"
"8074059",8074059,""
"8178011",8178011,"PRRC2A"
"8093128",8093128,""
"7932227",7932227,"NMT2"
"7944082",7944082,"TAGLN"
"8094439",8094439,""
"7941639",7941639,"BBS1"
"8067197",8067197,""
"8031865",8031865,""
"8026300",8026300,"ADGRE5"
"8173890",8173890,""
"8041961",8041961,"CHAC2"
"7952503",7952503,"ACRV1"
"8038760",8038760,"KLK13"
"8170097",8170097,"SLC9A6"
"8099259",8099259,"AFAP1"
"8126891",8126891,"CRISP2"
"8079999",8079999,""
"8095886",8095886,"CXCL13"
"7995797",7995797,"MT1E"
"8031483",8031483,"RPL28"
"7999362",7999362,""
"8108510",8108510,"ANKHD1-EIF4EBP3///ANKHD1///EIF4EBP3///ANKHD1-EIF4EBP3///ANKHD1///EIF4EBP3"
"7951660",7951660,""
"8177851",8177851,"C6orf136"
"8179167",8179167,"C6orf136"
"8094253",8094253,"CLRN2"
"7917251",7917251,"LINC01555"
"8035628",8035628,"NR2C2AP"
"7916944",7916944,"PTGER3"
"7937341",7937341,"B4GALNT4"
"7898607",7898607,""
"7899528",7899528,"OPRD1"
"8068788",8068788,"UBASH3A"
"8032410",8032410,"MOB3A"
"7965150",7965150,""
"7979398",7979398,""
"7896779",7896779,"KLHL17"
"8071414",8071414,"TMEM191A"
"7938758",7938758,"SAA1"
"8145201",8145201,"CCAR2"
"7970317",7970317,"TFDP1"
"7925739",7925739,""
"8104394",8104394,"ADCY2"
"8028524",8028524,"ACTN4"
"7992043",7992043,"FAM173A"
"8071691",8071691,"BCR"
"8172827",8172827,"KDM5C"
"8063097",8063097,"PCIF1"
"7929976",7929976,"DPCD///DPCD"
"8075817",8075817,""
"7933659",7933659,"CSTF2T"
"8114249",8114249,"CXCL14"
"7976057",7976057,""
"7931226",7931226,"ZRANB1"
"8051075",8051075,"GTF3C2"
"8170443",8170443,"MTMR1"
"7946561",7946561,""
"8030299",8030299,"CCDC155"
"7975410",7975410,""
"8081212",8081212,"OR5K2"
"8074349",8074349,"DGCR2"
"7936134",7936134,"OBFC1"
"8023862",8023862,""
"8036027",8036027,""
"7963631",7963631,"RARG///RARG"
"7920114",7920114,"THEM4"
"7926981",7926981,""
"8023450",8023450,"TXNL1"
"7972069",7972069,"MYCBP2"
"8137228",8137228,"ZNF775"
"7947512",7947512,"PAMR1"
"8034643",8034643,"CACNA1A"
"7992895",7992895,""
"8173615",8173615,"RLIM"
"7945394",7945394,"ANO9"
"7940630",7940630,"SCGB1D2"
"7979328",7979328,"ATG14"
"8031102",8031102,"PRPF31"
"8101852",8101852,"ADH4"
"8018982",8018982,"CANT1"
"8087201",8087201,"IP6K2"
"8075332",8075332,"TBC1D10A"
"8019273",8019273,"ALYREF"
"8079163",8079163,""
"8034297",8034297,""
"8173522",8173522,""
"7950086",7950086,"NUMA1"
"7997731",7997731,"FLJ30679"
"7978312",7978312,"RIPK3"
"8084917",8084917,"LINC00969"
"7904463",7904463,""
"8124406",8124406,"HIST1H2BC"
"7973580",7973580,"FITM1"
"8066981",8066981,""
"8045972",8045972,""
"8070720",8070720,"ICOSLG"
"7938263",7938263,"EIF3F"
"8043685",8043685,""
"8044375",8044375,"BCL2L11"
"8168215",8168215,"MED12"
"7957043",7957043,"FRS2"
"8170702",8170702,""
"8169439",8169439,""
"8070891",8070891,"LINC00205"
"8150722",8150722,"ST18"
"8052908",8052908,"CLEC4F"
"8117869",8117869,"TRIM39-RPP21///TRIM39"
"8177770",8177770,"TRIM39-RPP21///TRIM39"
"8179088",8179088,"TRIM39-RPP21///TRIM39"
"8150491",8150491,"KAT6A"
"8144503",8144503,"FAM86B3P"
"7935114",7935114,""
"8132660",8132660,"RAMP3"
"8017829",8017829,""
"8072482",8072482,""
"8168731",8168731,""
"7899023",7899023,"LDLRAP1"
"8170393",8170393,"CXorf40A"
"8098326",8098326,""
"8167784",8167784,""
"7900979",7900979,"RNF220"
"8086317",8086317,"GORASP1"
"7912646",7912646,"CASP9"
"7954787",7954787,""
"8151931",8151931,"TSPYL5"
"8029701",8029701,"PPM1N"
"8162179",8162179,"GAS1"
"7921571",7921571,"PEX19"
"8072461",8072461,"LIMK2"
"8039928",8039928,"FAM72A///FAM72D///FAM72B"
"8127107",8127107,""
"8047702",8047702,"ICOS"
"7945803",7945803,"CARS"
"8112738",8112738,""
"7906819",7906819,"ATF6"
"8093590",8093590,"RNF4"
"8176568",8176568,""
"8157283",8157283,"PRPF4"
"7989516",7989516,"HERC1"
"7963203",7963203,"FAM186A"
"7931728",7931728,"LARP4B"
"7983648",7983648,""
"7967230",7967230,"DIABLO"
"8036808",8036808,"PRR13"
"7994659",7994659,"MVP"
"7995306",7995306,""
"8136140",8136140,"NRF1"
"8172191",8172191,""
"7976667",7976667,""
"8059739",8059739,"NPPC"
"8083901",8083901,"FNDC3B"
"7958577",7958577,"FAM222A"
"8151747",8151747,"TMEM64"
"8082289",8082289,"CHST13"
"8150918",8150918,""
"8014768",8014768,"PLXDC1"
"8034276",8034276,"ZNF653"
"8023059",8023059,""
"8103561",8103561,""
"7988852",7988852,"BCL2L10"
"8034608",8034608,"LYL1"
"8043583",8043583,"STARD7-AS1"
"7957275",7957275,""
"8059111",8059111,"ABCB6"
"8065321",8065321,""
"8075542",8075542,"PRR14L"
"7924403",7924403,"MIR194-1"
"8098721",8098721,""
"8001658",8001658,"CFAP20"
"8100458",8100458,"PDCL2"
"8103853",8103853,"LOC90768"
"8031973",8031973,"CENPBD1P1"
"8089723",8089723,""
"7965840",7965840,""
"8005510",8005510,""
"8013292",8013292,""
"7987405",7987405,"RASGRP1"
"8133023",8133023,"ZNF735///ZNF733P///ZNF716///ZNF479"
"7941797",7941797,"GRK2"
"8070557",8070557,"ZBTB21"
"8114215",8114215,"PITX1"
"8167930",8167930,"FAAH2"
"7946149",7946149,"APBB1"
"8068898",8068898,"HIST1H2BK///H2BFS///HIST1H2BO///HIST1H2BD"
"7910200",7910200,"SNAP47"
"8062337",8062337,""
"8117589",8117589,"HIST1H3H"
"7919388",7919388,""
"8086810",8086810,"SMARCC1"
"7945688",7945688,"INS-IGF2///INS///IGF2"
"8135319",8135319,""
"8028719",8028719,"DLL3"
"8040985",8040985,"ZNF512"
"8166797",8166797,"MID1IP1"
"8041957",8041957,""
"8160622",8160622,"SMU1"
"8004167",8004167,"FAM64A"
"8173181",8173181,"SPIN3"
"7907010",7907010,""
"8036010",8036010,"PEPD"
"7928543",7928543,""
"7919568",7919568,""
"8036938",8036938,"COQ8B"
"8165217",8165217,"NOTCH1"
"8049950",8049950,"LOC100131763"
"7979129",7979129,""
"7989708",7989708,"MTFMT"
"8109563",8109563,"NIPAL4"
"8175539",8175539,"LDOC1"
"8176648",8176648,""
"8124604",8124604,""
"8010050",8010050,"UBALD2"
"8058340",8058340,""
"7951552",7951552,""
"8107750",8107750,"PRRC1"
"8012257",8012257,"TP53"
"8074388",8074388,"SLC25A1"
"7990652",7990652,""
"8000413",8000413,"NSMCE1"
"8160769",8160769,""
"7900931",7900931,"B4GALT2"
"8164194",8164194,""
"7954407",7954407,"CMAS"
"8020226",8020226,"PRELID3A"
"8039109",8039109,"VSTM1"
"8037785",8037785,"GNG8"
"8080617",8080617,""
"8110631",8110631,"BTNL9"
"7976053",7976053,""
"8164357",8164357,"NAIF1"
"7972173",7972173,""
"7897416",7897416,"SLC45A1"
"8095626",8095626,""
"8059996",8059996,"PER2"
"8102212",8102212,""
"8078542",8078542,""
"7901746",7901746,""
"7971350",7971350,"TSC22D1"
"7897877",7897877,"TNFRSF1B"
"7940582",7940582,"BEST1"
"7985034",7985034,""
"8040549",8040549,""
"8141717",8141717,"FIS1"
"7936793",7936793,"C10orf120"
"7963670",7963670,"MAP3K12"
"7998679",7998679,"ZNF598"
"8026787",8026787,"FAM129C"
"8079753",8079753,"DAG1"
"8031550",8031550,"EPN1"
"8030171",8030171,"FTL"
"8039280",8039280,"NLRP7"
"7940798",7940798,"MARK2"
"7939665",7939665,"MDK"
"7933219",7933219,"OR13A1"
"8063566",8063566,"RAE1"
"7996455",7996455,"E2F4"
"7907769",7907769,"FAM163A"
"8149122",8149122,"DEFT1P2///DEFT1P"
"8149132",8149132,"DEFT1P2///DEFT1P"
"7986945",7986945,""
"7953934",7953934,""
"7990165",7990165,"PARP6"
"8103911",8103911,"IRF2"
"8067942",8067942,"MIR99A"
"8067409",8067409,"LAMA5"
"8047767",8047767,""
"7953135",7953135,"TULP3"
"8055980",8055980,"CYTIP"
"7910492",7910492,""
"8052932",8052932,""
"8042772",8042772,"STAMBP"
"7913242",7913242,"MUL1"
"8084345",8084345,"AP2M1"
"8170237",8170237,"LOC389895"
"7925531",7925531,"AKT3"
"7903786",7903786,"CSF1"
"8076393",8076393,"CENPM"
"8012344",8012344,"HES7"
"8029894",8029894,"CCDC9"
"7940216",7940216,"MS4A3"
"7902592",7902592,"ARID3B"
"7967707",7967707,""
"7909866",7909866,"MARC2///MARC2"
"8118100",8118100,"MICA"
"7948685",7948685,"TUT1"
"8054862",8054862,"TMEM185B"
"8142102",8142102,"ATXN7L1"
"7927595",7927595,""
"8088828",8088828,""
"7915472",7915472,"SLC2A1"
"8056363",8056363,"SLC38A11"
"8050240",8050240,"ODC1"
"8045637",8045637,"KIF5C"
"7967287",7967287,"ZCCHC8"
"8040463",8040463,""
"8080100",8080100,"RAD54L2"
"7958724",7958724,"LINC01405"
"7954940",7954940,"PPHLN1"
"7976412",7976412,"LINC00521"
"7900001",7900001,"TFAP2E"
"8022471",8022471,""
"7913001",7913001,"UBR4"
"8124082",8124082,""
"8144528",8144528,"TNKS"
"8074061",8074061,""
"7904717",7904717,"HFE2"
"8097476",8097476,""
"7906671",7906671,"USP21"
"8172447",8172447,"PCSK1N"
"8047159",8047159,""
"8007505",8007505,"DHX8"
"7978201",7978201,"NEDD8-MDP1///NEDD8"
"7992758",7992758,"KREMEN2"
"8168393",8168393,"PABPC1L2B///PABPC1L2A"
"7914270",7914270,"LAPTM5"
"8128327",8128327,""
"7904396",7904396,"HAO2"
"7919591",7919591,"FAM72A///FAM72D///FAM72B"
"7949060",7949060,"PPP1R14B///LIMK2"
"8093112",8093112,"UBXN7"
"7950032",7950032,"FGF4"
"7897995",7897995,""
"7912589",7912589,""
"7899909",7899909,""
"7948606",7948606,"TMEM258"
"8118721",8118721,"ZBTB9"
"8017460",8017460,"PTCRA///SMARCD2"
"8167198",8167198,""
"8179238",8179238,"MICA"
"7913582",7913582,"ZNF436"
"8026696",8026696,""
"8026541",8026541,"FAM32A"
"7932308",7932308,"C1QL3"
"8018097",8018097,"FAM104A"
"7962455",7962455,"NELL2"
"7972247",7972247,"SP3P"
"8049965",8049965,"FAM110C"
"8139919",8139919,""
"7966229",7966229,"FAM222A-AS1"
"7999382",7999382,""
"8109507",8109507,"ITK"
"7902205",7902205,"IL12RB2"
"8014723",8014723,"PIP4K2B"
"8076302",8076302,"CHADL"
"8130151",8130151,"RAET1E"
"8073311",8073311,"XPNPEP3"
"8087611",8087611,"HYAL1"
"8067877",8067877,"ABCC13///ABCC13"
"8087271",8087271,"QRICH1"
"7911092",7911092,""
"8132209",8132209,"ZNRF2P1"
"8016155",8016155,"C1QL1"
"8132539",8132539,"DBNL"
"8117583",8117583,"HIST1H3H///HIST1H2AI"
